Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,15,336,360,73.99999999999999,0.022650641834338216,0.00310222504060064,13.695969691674204
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,1,0,24,43.5,0.013314904321536659,0.0022884084047945985,17.186818241668714
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,2,24,48,78.16666666666669,0.024074881791601693,0.0028348582110799716,11.775169804027392
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,3,48,72,149.49999999999991,0.04322969663867196,0.004502519554782975,10.415339234083728
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,4,72,96,353.3333333333332,0.10189934209865484,0.007005635991388107,6.875055174159547
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,5,96,120,298.83333333333337,0.08715270821878156,0.00630532898045226,7.234805560630245
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,6,120,144,200.83333333333334,0.06147302569904851,0.006070703925629391,9.875394706207466
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,7,144,168,95.3333333333333,0.028287360716761866,0.0034426952428636666,12.170436391485879
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,8,168,192,117.66666666666666,0.036016561114961196,0.004199138957098099,11.658911420484802
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,9,192,216,117.66666666666661,0.035123365234332404,0.0037297205526555877,10.618915721121901
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,10,216,240,201.00000000000006,0.06063084477750608,0.00475741963131178,7.846533639387412
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,11,240,264,282.1666666666668,0.08636832573318605,0.007791816138782812,9.021613042324955
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,12,264,288,290.9999999999999,0.08817892268413362,0.005656211789676828,6.414471415054577
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,13,288,312,172.16666666666666,0.052698452736196805,0.005432533290981321,10.308714979121001
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,14,312,336,68.83333333333336,0.020175982222032655,0.002925091951358773,14.497891201373594
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,15,336,360,52.000000000000014,0.015916667234940375,0.0025124845896062277,15.785242931326756
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,1,0,24,25.66666666666666,0.0060699119380398965,0.002378259223712735,39.181115772179155
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,2,24,48,35.5,0.010866186285391988,0.002029261705993998,18.67501304226715
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,3,48,72,88.66666666666669,0.027139958233936796,0.0035597731665497107,13.116354623193342
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,4,72,96,200.0,0.05228599209732885,0.0062243774786715274,11.90448383782224
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,5,96,120,338.49999999999983,0.10182499014311384,0.0063562979891447395,6.242375256026086
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,6,120,144,187.16666666666663,0.05461021141208167,0.005030499867692451,9.211646938578836
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,7,144,168,104.50000000000003,0.031093183466510976,0.00359923937442896,11.575654124658975
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,8,168,192,75.83333333333334,0.023211806384288044,0.003319621355297864,14.301434797185363
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,9,192,216,106.16666666666669,0.03249652893800326,0.004052795906388682,12.471473227557897
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,10,216,240,197.33333333333331,0.060401711558235226,0.006108876825833055,10.113747886006989
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,11,240,264,282.16666666666663,0.08547512985255724,0.005715594563406307,6.686850986088684
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,12,264,288,228.6666666666667,0.06463334858269575,0.0058411076245321785,9.037296925841183
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,13,288,312,114.50000000000001,0.03415408101169183,0.0037046401580433405,10.846844793672375
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,14,312,336,39.166666666666664,0.011988515385291628,0.00214721565088939,17.910605123998494
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,15,336,360,19.999999999999993,0.005228599209732885,0.0019080491052073142,36.492548552115764
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,1,0,24,251.66666666666669,0.08060497864895738,0.005496827494647362,6.81946399190376
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,2,24,48,185.6666666666667,0.058389779104391755,0.004890900216876822,8.376295118590296
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,3,48,72,47.833333333333336,0.015482366810882007,0.0024916173689342783,16.093258862611425
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,4,72,96,2.6666666666666665,0.0008631284633244324,0.0005686739358261782,65.88520249185957
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,5,96,120,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,11,240,264,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,12,264,288,5.333333333333334,0.0017262569266488649,0.0008082906410163275,46.82331051296286
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,13,288,312,54.00000000000001,0.01577281122774792,0.0029771904196202233,18.875458386154246
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,14,312,336,209.66666666666669,0.0678634754288835,0.006519801616949593,9.607232131490113
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,15,336,360,224.6666666666667,0.07016026280322568,0.0054742449691538575,7.802486408164045
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,1,0,24,367.1666666666666,0.11713646013941093,0.006768680364513699,5.778457327853256
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,2,24,48,391.16666666666674,0.12490461630933083,0.00697819645434473,5.586820295787125
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,3,48,72,247.8333333333334,0.07851146140564261,0.005569264127208593,7.093568286079986
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,4,72,96,32.33333333333333,0.010465432617808747,0.001987613916722972,18.99218111003555
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,5,96,120,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,7,144,168,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,8,168,192,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,9,192,216,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,10,216,240,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,11,240,264,5.666666666666667,0.0018341479845644189,0.0008057314305370555,43.92946683243795
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,12,264,288,39.666666666666664,0.011133495737379097,0.0027139341144629967,24.376298141035402
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,13,288,312,209.83333333333334,0.06635400914948376,0.005145993292046896,7.755361519232229
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,14,312,336,333.99999999999994,0.10725406995409925,0.0063317215005839365,5.9034790039144225
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,15,336,360,351.99999999999994,0.11052187684968143,0.006849520741543523,6.197434333167738
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,1,0,24,435.49999999999983,0.14010689708938534,0.00727147519467436,5.189948065180052
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,2,24,48,413.33333333333314,0.13037383150614335,0.00741166032869418,5.684929439497937
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,3,48,72,285.83333333333337,0.09081104200801578,0.005972018806285483,6.576313490333412
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,4,72,96,76.66666666666666,0.024814943320577435,0.003302030742491654,13.306622142285903
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,5,96,120,6.833333333333334,0.0022117666872688577,0.0008705041143005735,39.357863526531936
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,6,120,144,-0.16666666666666666,5.394552895777702e-05,5.40640382400401e-05,-100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,8,168,192,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,9,192,216,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,10,216,240,4.0,0.0004419226177007307,0.0013835615015064283,313.0777756307042
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,11,240,264,9.666666666666668,0.003128840679551067,0.0010471500048646692,33.467667807710704
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,12,264,288,89.0,0.02880691246345294,0.0036188790377234856,12.56253700327907
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,13,288,312,259.6666666666667,0.08319436403893068,0.00557140498651984,6.696853868505695
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,14,312,336,345.4999999999997,0.11097631145218592,0.0064566163592102935,5.818013118945769
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,15,336,360,427.1666666666664,0.1365568505642107,0.007306072639472139,5.350205873440771
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,1,0,24,568.0000000000005,0.1814301808024606,0.008593745434904434,4.736668065310049
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,2,24,48,582.0000000000001,0.18837778712055725,0.014774327996309431,7.842924700487227
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,3,48,72,379.66666666666646,0.12118237481124425,0.006905108294185729,5.698112704047304
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,4,72,96,91.16666666666664,0.02950820433990405,0.003671891111078294,12.443627774777141
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,5,96,120,6.833333333333333,0.002211766687268858,0.0008705041143005734,39.35786352653193
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,6,120,144,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,7,144,168,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,8,168,192,0.8333333333333334,0.00026972764478888514,0.00032862508562939206,121.83589334589924
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,10,216,240,1.8333333333333335,0.0005934008185355473,0.00046258791963434733,77.95538954192331
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,11,240,264,11.833333333333332,0.003830132556002168,0.0011509159343548532,30.048984402674595
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,12,264,288,94.49999999999999,0.030587114919059584,0.0038004104028385387,12.424873718542214
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,13,288,312,324.6666666666665,0.10181693844682033,0.006595650738589814,6.477950367791473
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,14,312,336,458.33333333333303,0.14678679282552928,0.0075841183075010124,5.1667579633785525
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,15,336,360,558.8333333333335,0.17832104836356855,0.008513668266492991,4.77434848248254
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,1,0,24,678.1666666666665,0.21609327702005107,0.009575395052428968,4.4311397302473585
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,2,24,48,734.8333333333333,0.22675982617012203,0.010709414941259909,4.722800825056809
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,3,48,72,504.3333333333333,0.1574119084314462,0.008533384420573175,5.42105391237888
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,4,72,96,123.33333333333329,0.03906692135146907,0.003908451861262588,10.004504389019676
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,5,96,120,10.0,0.0032367317374666213,0.0010458124710781285,32.31075528973811
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,6,120,144,1.8333333333333335,0.0005934008185355473,0.00046258791963434733,77.95538954192331
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,8,168,192,1.0,0.00032367317374666215,0.0003243842294402406,100.21968323335162
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,9,192,216,2.0,0.0006473463474933243,0.0004597519618573485,71.02101736382929
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,10,216,240,2.666666666666667,0.0008631284633244324,0.0005686739358261781,65.88520249185956
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,11,240,264,8.66666666666667,0.002805167505804405,0.0010514446078165119,37.48241791767802
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,12,264,288,115.83333333333333,0.03763427097186935,0.003645179720986009,9.685798679907169
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,13,288,312,426.83333333333326,0.1323272374660798,0.007894191009055408,5.965658439048855
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,14,312,336,716.9999999999999,0.22184042464892575,0.010491048134838145,4.729096670023412
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,15,336,360,611.0,0.19094214854092326,0.009412095179301413,4.929291542607831
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,1,0,24,225.66666666666666,0.5242486438475283,0.03875975122932645,7.393390843105219
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,2,24,48,239.66666666666669,0.5533736239438393,0.040633094268038156,7.342795628467093
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,3,48,72,288.5,0.6712262983626537,0.04459528508623101,6.643852482391391
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,4,72,96,301.0,0.6859724579297336,0.047586332246060084,6.937061640882162
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,5,96,120,266.5,0.6088945560685408,0.04412713861586656,7.247090350221386
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,6,120,144,135.66666666666669,0.3173469781838513,0.035245667715600656,11.106350505465183
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,7,144,168,107.0,0.24666750322479875,0.026029800892636814,10.552586194913049
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,8,168,192,106.66666666666667,0.24951113763840904,0.02989154410893597,11.980044014008996
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,9,192,216,102.0,0.23497166864799832,0.02540841326447973,10.813394402260071
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,10,216,240,152.83333333333334,0.3575026768975327,0.03832849795825725,10.721177891835184
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,11,240,264,265.5,0.6210488160281021,0.05798653838025887,9.336872864698451
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,12,264,288,281.8333333333333,0.6520084955415227,0.0444681824258361,6.8201845113848165
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,13,288,312,257.0,0.5830491136538898,0.04375644227432113,7.504760962606638
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,14,312,336,268.83333333333337,0.6252226823605719,0.04279007857933439,6.8439741209927725
Q3p85_W2p62_t0p21_higheps_center,1,0.16,0.236,15,336,360,223.66666666666669,0.515946953298078,0.039126285357462015,7.58339304212493
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,1,0,24,37.0,0.07930246243086247,0.01708003699265104,21.537839392492724
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,2,24,48,103.0,0.23006412212589794,0.02714813951174749,11.800249104852263
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,3,48,72,175.83333333333334,0.40405680251335396,0.034406891197874774,8.515359965196387
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,4,72,96,195.33333333333334,0.4351771304879546,0.038748203718116256,8.90400735780135
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,5,96,120,181.33333333333337,0.4169222205478345,0.03501128515801562,8.39755796944833
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,6,120,144,114.66666666666666,0.2682244729612897,0.03138738990369403,11.70191129734231
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,7,144,168,86.83333333333334,0.2031176604837674,0.026079128138453016,12.839419318015032
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,8,168,192,80.83333333333333,0.1890826589916069,0.024901445735452575,13.169608396800637
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,9,192,216,60.83333333333333,0.1422993206844051,0.020833060187019033,14.640308953563524
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,10,216,240,113.83333333333333,0.2626518104797593,0.026882155011220196,10.234901850521155
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,11,240,264,208.50000000000003,0.48409294513384704,0.037104877947764785,7.66482517887255
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,12,264,288,203.50000000000003,0.47602046727577707,0.04729415272030928,9.935319166205085
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,13,288,312,200.83333333333334,0.4625359753973563,0.036907483227732775,7.979375700674142
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,14,312,336,100.83333333333333,0.23224264058007837,0.025282894558322253,10.88641366424896
Q3p85_W2p62_t0p21_higheps_center,2,0.236,0.272,15,336,360,53.0,0.12397584651408441,0.01913043738007247,15.430777782912042
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,1,0,24,25.0,0.05485581616527178,0.013450417082759784,24.519582467310002
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,2,24,48,43.0,0.10058417736048358,0.016890590226055824,16.792492287849257
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,3,48,72,156.83333333333334,0.3632359878402429,0.031766427108097975,8.745396428635086
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,4,72,96,185.66666666666666,0.42343525379566455,0.03602488528164253,8.507767116392937
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,5,96,120,181.66666666666669,0.4140785861342244,0.03562847008004489,8.604277369826569
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,6,120,144,120.16666666666664,0.28108989099577,0.03245592636062587,11.54645805498366
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,7,144,168,59.5,0.13918043146392503,0.020603621722857908,14.803533446581016
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,8,168,192,58.0,0.12842496765342423,0.02038889952905396,15.876118095724765
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,9,192,216,69.83333333333334,0.16335182292264597,0.022695116677910066,13.893396640365117
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,10,216,240,126.66666666666666,0.2854244057894197,0.029882923761245992,10.469645606722574
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,11,240,264,178.66666666666669,0.4034377286694137,0.03594191582552831,8.90891289321628
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,12,264,288,213.66666666666669,0.4925552841444773,0.03816919096799711,7.749219670700203
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,13,288,312,121.83333333333334,0.27774178908390973,0.02858783577446585,10.292954426756811
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,14,312,336,29.0,0.06058912710798181,0.015668756231823577,25.86067332493296
Q3p85_W2p62_t0p21_higheps_center,3,0.272,0.308,15,336,360,14.833333333333334,0.03107428585911094,0.011157618090801683,35.906273570983075
