Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,2,24,48,18.0,0.0421050044764815,0.010356335180884463,24.596447167388806
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,3,48,72,80.33333333333333,0.18791307553392683,0.02486681489423886,13.23314773257983
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,4,72,96,206.66666666666669,0.4653110455807658,0.03920828765160971,8.426253368361998
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,5,96,120,195.83333333333337,0.4472167841018257,0.037093603208213165,8.294322692452306
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,6,120,144,111.0,0.2560241708862392,0.026519391261316413,10.35815921970115
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,7,144,168,56.50000000000001,0.13216293071784474,0.01996702188982612,15.107883716996115
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,8,168,192,45.66666666666667,0.0995752423639832,0.01856219808106476,18.641378760810117
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,9,192,216,55.833333333333336,0.12698012938887437,0.019021975580067418,14.980277364352778
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,10,216,240,121.33333333333333,0.28019556234495985,0.02783241319991663,9.933209850643902
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,11,240,264,220.50000000000003,0.5049162346807079,0.03939690123961672,7.802660824429621
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,12,264,288,212.83333333333331,0.49422933510040756,0.03750148326497978,7.587870772049779
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,13,288,312,93.83333333333333,0.2086217587350971,0.02607322749024791,12.497846652397875
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,14,312,336,23.833333333333332,0.04488007465989108,0.016093847660813662,35.85967221038647
Q3p85_W2p62_t0p21_higheps_center,4,0.308,0.354,15,336,360,11.0,0.022107479350230615,0.010098909499664901,45.68096316941512
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,1,0,24,4.0,0.009356667661440334,0.004724357140551576,50.491877145760725
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,2,24,48,13.0,0.030409169899681083,0.008700745466107752,28.612242605803594
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,3,48,72,58.66666666666667,0.1372311257011249,0.02040152474610419,14.866543316518868
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,4,72,96,364.33333333333326,0.8304963391838086,0.053424595239763034,6.432851382857077
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,5,96,120,382.49999999999994,0.8838612749690407,0.05362377501330479,6.066989982696446
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,6,120,144,165.6666666666667,0.38027527220719326,0.03347121261065434,8.801837788815657
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,7,144,168,45.66666666666667,0.0959518856452529,0.01966560195202287,20.495274084273092
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,8,168,192,27.499999999999996,0.06432709017240229,0.01319535879151022,20.512911055273122
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,9,192,216,55.50000000000001,0.12982376380248467,0.0197530013054255,15.215243131818253
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,10,216,240,156.99999999999997,0.3636258489928031,0.03186796659260953,8.763944224779317
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,11,240,264,384.3333333333331,0.8772796774910099,0.055103573823551834,6.281186631513702
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,12,264,288,339.0,0.7712374439946865,0.051305189183808005,6.652320836248385
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,13,288,312,66.0,0.15076165969503527,0.020540092057455557,13.624214604034346
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,14,312,336,7.833333333333333,0.018323474170320653,0.006751681707848835,36.84717016593302
Q3p85_W2p62_t0p21_higheps_center,5,0.354,0.5,15,336,360,2.0,0.004678333830720167,0.0033243930958575542,71.05933899004827
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,1,0,24,164.0,0.2924617573093965,0.027679383464006165,9.464274481098748
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,2,24,48,155.0,0.28973337772640345,0.030561184790943337,10.548037313050761
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,3,48,72,65.0,0.12150109388526593,0.017208223388658756,14.163019309857871
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,4,72,96,11.0,0.01116515771316967,0.011520242229839956,103.18029109657316
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,5,96,120,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,6,120,144,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,8,168,192,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,11,240,264,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,12,264,288,12.0,0.022430971178818333,0.006654397388960342,29.666113588715763
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,13,288,312,48.66666666666667,0.08627176684705633,0.014925692426412868,17.300784453474012
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,14,312,336,159.5,0.2934467089847535,0.025570275736674333,8.713771514133041
Q3p85_W2p62_t0p21_higheps_left,1,0.16,0.236,15,336,360,188.0,0.35141854846815385,0.03513068700917897,9.99682206938561
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,1,0,24,188.0,0.351418548468154,0.03513068700917897,9.996822069385605
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,2,24,48,210.83333333333334,0.38940141902747644,0.02944870873420093,7.562558145717237
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,3,48,72,145.0,0.2663426188103479,0.024349725075427032,9.142256385473747
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,4,72,96,30.0,0.05137914501333893,0.012385756433907215,24.106583382599407
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,5,96,120,6.0,0.011215485589409163,0.004642468190851816,41.39337662950342
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,6,120,144,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,7,144,168,4.0,0.0074769903929394425,0.0037732844904725363,50.465284722522405
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,8,168,192,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,10,216,240,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,11,240,264,9.0,0.016823228384113747,0.005724487741809657,34.02728424715031
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,12,264,288,40.833333333333336,0.07632761026125678,0.01306092548325851,17.11166567190185
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,13,288,312,154.83333333333334,0.28942183646003106,0.03054897135640902,10.555171555145533
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,14,312,336,202.0,0.3775880148434419,0.03704404240739078,9.81070398189154
Q3p85_W2p62_t0p21_higheps_left,2,0.236,0.272,15,336,360,185.83333333333331,0.3426702290716049,0.02759390314650189,8.052611754823856
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,1,0,24,230.66666666666669,0.4264748297258012,0.030878616940043433,7.240431272320716
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,2,24,48,232.66666666666669,0.43021332492227093,0.031019349668717115,7.210225223572876
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,3,48,72,216.66666666666666,0.39090879748309926,0.031452005492925525,8.045867909709894
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,4,72,96,87.0,0.16262454104643292,0.02067875056771888,12.715639616664397
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,5,96,120,15.0,0.028038713973522915,0.007489075044041853,26.709766543193886
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,6,120,144,7.0,0.013084733187644023,0.005025826072904695,38.40984757450467
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,8,168,192,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,9,192,216,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,10,216,240,6.0,0.011215485589409165,0.004642468190851816,41.393376629503415
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,11,240,264,15.0,0.02803871397352291,0.007489075044041853,26.70976654319389
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,12,264,288,98.0,0.18318626462701637,0.022344653158411616,12.197777602980949
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,13,288,312,207.66666666666669,0.3834821349663994,0.029229713491750936,7.622183884605742
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,14,312,336,229.66666666666669,0.42930386506127327,0.04080872622598034,9.505790547717485
Q3p85_W2p62_t0p21_higheps_left,3,0.272,0.308,15,336,360,238.66666666666669,0.4367305275779732,0.03219431927719874,7.371666793192243
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,1,0,24,213.0,0.3887531725566119,0.030393792726092144,7.818275160613916
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,2,24,48,276.8333333333333,0.49397862877614984,0.036777790032064,7.445218859605794
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,3,48,72,279.8333333333333,0.5136812203719745,0.03492068584192938,6.798123905842244
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,4,72,96,127.83333333333331,0.2342538683739828,0.022910097155782773,9.780029382143285
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,5,96,120,17.0,0.027078926236285737,0.010334630649832945,38.1648465661262
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,6,120,144,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,7,144,168,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,8,168,192,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,11,240,264,17.0,0.03177720916999263,0.00800748001748101,25.198814580112693
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,12,264,288,144.0,0.26447337121211306,0.024266773805856467,9.175507422406627
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,13,288,312,246.66666666666669,0.45638279129755904,0.031993627834758974,7.010261658595121
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,14,312,336,273.0,0.4962097455169966,0.03516240905355812,7.086198804282394
Q3p85_W2p62_t0p21_higheps_left,4,0.308,0.354,15,336,360,241.0,0.4504886711746018,0.04231686812995865,9.39354768225844
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,1,0,24,189.5,0.3354292881306785,0.03037843116990061,9.056582786553093
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,2,24,48,412.33333333333326,0.7613565271380942,0.04307228966127805,5.657308780576808
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,3,48,72,586.3333333333334,1.063114194562425,0.055120638888394184,5.184827666710038
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,4,72,96,361.66666666666663,0.6713462650945675,0.03943790466246776,5.874450594718425
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,5,96,120,37.0,0.06916216113468986,0.012314268551619243,17.804921577909948
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,6,120,144,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,7,144,168,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,9,192,216,1.0,0.0018692475982348606,0.0018736113999460063,100.23345231071939
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,10,216,240,2.0,0.0037384951964697212,0.0026558436597467375,71.04044595950432
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,11,240,264,43.833333333333336,0.07253878718854757,0.01586486512381437,21.870871762133785
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,12,264,288,394.6666666666667,0.7330314358363179,0.04143646594677308,5.652754291430638
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,13,288,312,563.1666666666666,1.0292065244040642,0.05297509124427562,5.147177946131802
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,14,312,336,450.66666666666663,0.8330110184037637,0.04526952177048966,5.434444535588045
Q3p85_W2p62_t0p21_higheps_left,5,0.354,0.5,15,336,360,238.83333333333334,0.43234378591063855,0.032938421768584754,7.618571803734175
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,1,0,24,1.0,0.002156162826115846,0.0021614344919881887,100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,2,24,48,8.0,0.017249302608926768,0.006216832361376865,36.0410649770824
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,3,48,72,24.0,0.0517479078267803,0.011166342781520632,21.578346353438246
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,4,72,96,109.0,0.22960827209015922,0.024719418413697535,10.7659093414505
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,5,96,120,230.00000000000003,0.4959174500066448,0.04773631603109276,9.625859309942237
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,6,120,144,325.83333333333337,0.6754823410604062,0.04709357605574419,6.9718441464826935
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,7,144,168,366.83333333333326,0.7747119688440923,0.04879813857502885,6.29887500613138
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,8,168,192,378.16666666666663,0.8153889087428094,0.07087380562129979,8.692024733396865
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,9,192,216,382.49999999999994,0.8193188050328432,0.048585149609619745,5.929944401516838
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,10,216,240,294.3333333333333,0.6238036399071615,0.042455817899222974,6.805958667625204
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,11,240,264,236.5,0.4991055564634616,0.03774991384871039,7.563513040447181
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,12,264,288,124.83333333333333,0.26374751683699355,0.026430304972573548,10.02106305664615
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,13,288,312,19.0,0.04096709369620107,0.00982590557698572,23.984873444651722
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,14,312,336,4.0,0.008624651304463384,0.004354345808248744,50.48720991184079
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,15,336,360,5.0,0.01078081413057923,0.004879980934842739,45.26542129133756
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,2,24,48,1.0,0.002156162826115846,0.0021614344919881887,100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,3,48,72,3.0,0.006468488478347538,0.0037619094582489548,58.15747327743536
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,4,72,96,24.833333333333336,0.048131234225408735,0.013448575376307215,27.941472087178767
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,5,96,120,154.66666666666666,0.33348651710591787,0.035571633506026566,10.666588207141443
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,6,120,144,232.00000000000003,0.4948162997024084,0.036539829977672814,7.384524317337269
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,7,144,168,263.0,0.5616573473119997,0.03915238117119196,6.970866019748315
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,8,168,192,225.83333333333337,0.4761064863182258,0.03704882405086145,7.781625563928636
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,9,192,216,241.00000000000006,0.5142217651374511,0.03730792395959642,7.255220702224466
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,10,216,240,187.6666666666667,0.39381293845480436,0.03361201066823775,8.535019392740242
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,11,240,264,132.5,0.28027809850388175,0.02725678497361926,9.724907197214257
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,12,264,288,21.833333333333332,0.0470762217035293,0.010642273627169786,22.606473591256655
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,13,288,312,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,14,312,336,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,3,48,72,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,4,72,96,18.833333333333336,0.04060773322518176,0.00982517379208291,24.19532687924107
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,5,96,120,133.66666666666666,0.2827936218010169,0.02735948191567262,9.674716756845267
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,6,120,144,223.00000000000009,0.47541083426736613,0.035838874653054825,7.5385060814368
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,7,144,168,284.3333333333333,0.6022420116460034,0.04172706753339438,6.928621173296934
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,8,168,192,225.66666666666674,0.4865740777601429,0.047126416708385466,9.685352932347637
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,9,192,216,218.00000000000006,0.46463002013678656,0.03540437321956673,7.61990652458137
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,10,216,240,222.33333333333334,0.4631464404703524,0.03744298488310104,8.084480762731436
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,11,240,264,130.00000000000003,0.28030116739506034,0.031535037012546285,11.25041229960358
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,12,264,288,11.833333333333334,0.025514593442370843,0.00768796202185059,30.131626589368132
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,13,288,312,2.0,0.004312325652231692,0.003064167095178921,71.05602271927609
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.308,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,3,48,72,-1.0,0.007569638782583947,0.007585318604377613,-100.2071409514248
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,4,72,96,4.0,0.008624651304463384,0.004354345808248744,50.48720991184079
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,5,96,120,149.16666666666669,0.31621414560581274,0.02895998934793175,9.158347199316246
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,6,120,144,222.3333333333334,0.4685599164268205,0.0367167950909766,7.836093913234042
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,7,144,168,247.83333333333337,0.528955544449243,0.03796909760077964,7.178126403857564
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,8,168,192,276.3333333333333,0.5687522811676722,0.043477988402680204,7.644450816692652
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,9,192,216,276.8333333333333,0.5914842664066023,0.04050292031142709,6.847675012133676
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,10,216,240,258.5000000000001,0.5573680905509466,0.05230939337678579,9.385071421128371
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,11,240,264,140.5,0.2921139251563405,0.02917931521500361,9.989018907396053
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,12,264,288,16.0,0.034498605217853535,0.008956082196712388,25.96070809285207
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,13,288,312,1.0,0.002156162826115846,0.0021614344919881887,100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,4,72,96,4.833333333333334,0.010421453659559923,0.004889381477914505,46.91650164782264
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,5,96,120,253.8333333333334,0.5319678154857465,0.0400648695820696,7.531446154404259
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,6,120,144,565.6666666666665,1.198015534813658,0.0637309455438282,5.319709443812934
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,7,144,168,447.66666666666646,0.9273478934625835,0.05746406277642852,6.1966025028499265
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,8,168,192,391.9999999999998,0.8073214961421348,0.05362929207898922,6.642866854810886
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,9,192,216,505.1666666666666,1.0621542078771815,0.060105510801135416,5.658830926373876
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,10,216,240,523.9999999999998,1.1027619411023633,0.061350087285359615,5.563311989533454
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,11,240,264,265.83333333333337,0.5623529993628599,0.04034340986795496,7.174036577321297
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,12,264,288,6.833333333333333,0.014733779311791614,0.005808202465373988,39.42099540425189
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,13,288,312,-0.16666666666666666,0.0003593604710193076,0.00036023908199803146,-100.24449293942422
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,15,336,360,0.0,0.0,0.0,0.0
